nombre,tipo,sku,codigo_barras,descripcion,stock_actual,stock_minimo,costo_unitario,sala,categoria
Set coproparasitológico,insumo,,,Cant. por taller: 10.0 | Semana: 9 a la 16,10.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Frascos negros,insumo,,,Cant. por taller: 10.0 | Semana: 9 a la 16,10.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
gasa,insumo,,,Cant. por taller: 1 caja | Semana: 9 a la 16,1 caja,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Set de hemorragias ocultas,insumo,,,Cant. por taller: 5.0 | Semana: 9 a la 16,5.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
suero fisiológico 10 ml,insumo,,,Cant. por taller: 20.0 | Semana: 9 a la 16,20.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Set de cultivo micológico,insumo,,,Cant. por taller: 10.0 | Semana: 9 a la 16,10.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
cronómetro,insumo,,,Cant. por taller: 5.0 | Semana: 9 a la 16,5.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
cinta para rotular,insumo,,,Cant. por taller:  | Semana: todas ,2.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
Pizarra,insumo,,,Cant. por taller:  | Semana: todas ,1.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
pinza kelly,insumo,,,Cant. por taller:  | Semana: todas ,5.0,,,Banco de Sangre (SB-012),TOMA DE MUESTRA
pecheras,insumo,,,Cant. por taller: 20.0 | Semana: Todas,20.0,,,Banco de Sangre (SB-017),bioseguridad
mascarillas,insumo,,,Cant. por taller: 1 caja | Semana: Todas,1 caja,,,Banco de Sangre (SB-017),bioseguridad
"Guantes S, M, L",insumo,,,Cant. por taller: 1 caja c/u | Semana: Todas,1 caja c/u,,,Banco de Sangre (SB-017),bioseguridad
Mascarilla facial,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,Banco de Sangre (SB-017),bioseguridad
alcohol al 70,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,Banco de Sangre (SB-017),bioseguridad
Contenedor cortopunzante,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-017),bioseguridad
contenedor desecho biológico,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-017),bioseguridad
contenedor rojo,insumo,,,Cant. por taller: 4.0 | Semana: Todas,4.0,,,Banco de Sangre (SB-017),bioseguridad
cinta para rotular,insumo,,,Cant. por taller:  | Semana: Todas,2.0,,,Banco de Sangre (SB-017),bioseguridad
pizarra,insumo,,,Cant. por taller:  | Semana: Todas,1.0,,,Banco de Sangre (SB-017),bioseguridad
Antiparras,insumo,,,Cant. por taller: 12.0 | Semana: Todas,12.0,,,Banco de Sangre (SB-017),bioseguridad
alcohol gel,insumo,,,Cant. por taller: 3.0 | Semana: Todas,3.0,,,Banco de Sangre (SB-017),bioseguridad
alcohol al 96,insumo,,,Cant. por taller: 2.0 | Semana: Todas,2.0,,,Banco de Sangre (SB-017),bioseguridad
sangre simulada,insumo,,,Cant. por taller:  | Semana: Todas,250 ml,,,Banco de Sangre (SB-017),bioseguridad
orina simulada,insumo,,,Cant. por taller:  | Semana: Todas,500 ml,,,Banco de Sangre (SB-017),bioseguridad
jeringas de 5 ml,insumo,,,Cant. por taller: 10.0 | Semana: Todas,10.0,,,Banco de Sangre (SB-017),bioseguridad
agujas 21G (para jeringa),insumo,,,Cant. por taller: 20.0 | Semana: Todas,20.0,,,Banco de Sangre (SB-017),bioseguridad
torulas de algodón,insumo,,,Cant. por taller:  | Semana: Todas,4 bolsa,,,Banco de Sangre (SB-017),bioseguridad
riñon,insumo,,,Cant. por taller:  | Semana: Todas,7.0,,,Banco de Sangre (SB-017),bioseguridad
pinza kelly,insumo,,,Cant. por taller:  | Semana: Todas,5.0,,,Banco de Sangre (SB-017),bioseguridad
"Reactivo simulado con etiqueta ""acido"" en frasco ambar",insumo,,,Cant. por taller:  | Semana: Todas,2.0,,,Banco de Sangre (SB-017),bioseguridad
"Reactivo simulado con etiqueta ""hidroxido"" en frasco vidrio",insumo,,,Cant. por taller:  | Semana: Todas,2.0,,,Banco de Sangre (SB-017),bioseguridad
eter,insumo,,,Cant. por taller:  | Semana: Todas,1.0,,,Banco de Sangre (SB-017),bioseguridad
acetona,insumo,,,Cant. por taller:  | Semana: Todas,1.0,,,Banco de Sangre (SB-017),bioseguridad
kit pala + escobilla,insumo,,,Cant. por taller:  | Semana: Todas,4.0,,,Banco de Sangre (SB-017),bioseguridad
cal simulada,insumo,,,Cant. por taller:  | Semana: Todas,,,,Banco de Sangre (SB-017),bioseguridad
Pizarra,insumo,,,Cant. por taller:  | Semana: Todas,1.0,,,Banco de Sangre (SB-017),bioseguridad
"etiqueta ""DESECHOS QUÍMICOS HIDROXIDO"" pegada en contenedor rojo",insumo,,,Cant. por taller:  | Semana: Todas,1.0,,,Banco de Sangre (SB-017),bioseguridad
"etiqueta ""DESECHOS QUÍMICOS ÁCIDO"" pegada en contenedor rojo",insumo,,,Cant. por taller:  | Semana: Todas,1.0,,,Banco de Sangre (SB-017),bioseguridad
"etiqueta ""DESECHOS QUÍMICOS SALES"" pegada en contenedor rojo",insumo,,,Cant. por taller:  | Semana: Todas,1.0,,,Banco de Sangre (SB-017),bioseguridad
"etiqueta ""DESECHOS QUÍMICOS SOLVENTES ÓRGANICOS"" pegada en contenedor rojo",insumo,,,Cant. por taller:  | Semana: Todas,1.0,,,Banco de Sangre (SB-017),bioseguridad
masking tape,insumo,,,Cant. por taller: 1.0 | Semana: 3a18,4.0,,,Odontología,
cemento AH PLUS,insumo,,,Cant. por taller: 4.0 | Semana: 3A18,16.0,,,Odontología,
CEMENTO VIOSEAL,insumo,,,Cant. por taller: 4.0 | Semana: 3A18,16.0,,,Odontología,
CEMENTO VIDRIO IONOMERO JERINGA,insumo,,,Cant. por taller: 4.0 | Semana: 3A18,16.0,,,Odontología,
CEMENTO MTA (BIOCERAMICO),insumo,,,Cant. por taller: 4.0 | Semana: 3A18,16.0,,,Odontología,
CEMENTO VIDRIO IONOMERO JERINGA,insumo,,,Cant. por taller: 2.0 | Semana: 3A18,8.0,,,Odontología,
PASTA PULIDO RESINA,insumo,,,Cant. por taller: 2.0 | Semana: 3A18,8.0,,,Odontología,
ACIDO ORTOFOSFORICO,insumo,,,Cant. por taller: 2.0 | Semana: 3A18,36.0,,,Odontología,
ADHESIVO UNIVERSAL,insumo,,,Cant. por taller: 2.0 | Semana: 3A18,36.0,,,Odontología,
HCl (37%p/p),insumo,,,Cant. por taller: 25 mL | Semana: 4.0,25 mL,,,Química,Química Analítica e instrumental
Bureta de 25 mL,implemento,,,Cant. por semestre: 3.0 | Semana: ,3.0,,,Química,Química Analítica e instrumental
NaOH,insumo,,,Cant. por taller: 50 g | Semana: 4.0,50 g,,,Química,Química Analítica e instrumental
Embudo analítico,implemento,,,Cant. por semestre: 5.0 | Semana: ,5.0,,,Química,Química Analítica e instrumental
Nitrato de Plata,insumo,,,Cant. por taller: 50 g | Semana: 6.0,50 g,,,Química,Química Analítica e instrumental
Papel filtro,implemento,,,Cant. por semestre: 3 cajas | Semana: ,3 cajas,,,Química,Química Analítica e instrumental
NaCl (p.a),insumo,,,Cant. por taller: 50 g | Semana: 6.0,50 g,,,Química,Química Analítica e instrumental
Anillo metálico para embudo,implemento,,,Cant. por semestre: 6.0 | Semana: ,6.0,,,Química,Química Analítica e instrumental
Ácido Acético,insumo,,,Cant. por taller: 500 mL | Semana: 8.0,500 mL,,,Química,Química Analítica e instrumental
Placa cromatográfica,implemento,,,Cant. por semestre: 2 cajas | Semana: ,2 cajas,,,Química,Química Analítica e instrumental
Vinagre,insumo,,,Cant. por taller: 500 mL | Semana: 8.0,500 mL,,,Química,Química Analítica e instrumental
Vaso de precipitado de 250 mL,implemento,,,Cant. por semestre: 20.0 | Semana: ,20.0,,,Química,Química Analítica e instrumental
Alcohol Etílico 96%,insumo,,,Cant. por taller: 500 mL | Semana: 2.0,500 mL,,,Química,Química Analítica e instrumental
Vasos de precipitado de 100 mL,implemento,,,Cant. por semestre: 30.0 | Semana: ,30.0,,,Química,Química Analítica e instrumental
Bicarbonato de Sodio,insumo,,,Cant. por taller: 100 g | Semana: 2.0,100 g,,,Química,Química Analítica e instrumental
Vaso de precipitado de 50 mL,implemento,,,Cant. por semestre: 30.0 | Semana: ,30.0,,,Química,Química Analítica e instrumental
Ácido Sulfúrico (H2SO4),insumo,,,Cant. por taller: 50 mL | Semana: 2.0,50 mL,,,Química,Química Analítica e instrumental
Mortero,implemento,,,Cant. por semestre: 5.0 | Semana: ,5.0,,,Química,Química Analítica e instrumental
Carbonato de Sodio anhidro,insumo,,,Cant. por taller: 50 g | Semana: 2.0,50 g,,,Química,Química Analítica e instrumental
Ftalato ácido de potasio,insumo,,,Cant. por taller: 50 g | Semana: 4.0,50 g,,,Química,Química Analítica e instrumental
Fenolftaleína,insumo,,,Cant. por taller: 10 g | Semana: 4.0,10 g,,,Química,Química Analítica e instrumental
Anaranjado de Metilo,insumo,,,Cant. por taller: 10 g | Semana: 4.0,10 g,,,Química,Química Analítica e instrumental
Agua destilada,insumo,,,Cant. por taller: 5L | Semana: Todos,5L,,,Química,Química Analítica e instrumental
Espinaca,insumo,,,Cant. por taller: 1 bolsa | Semana: 10.0,1 bolsa,,,Química,Química Analítica e instrumental
Acetona,insumo,,,Cant. por taller: 500 mL | Semana: 10.0,500 mL,,,Química,Química Analítica e instrumental
Hexano,insumo,,,Cant. por taller: 500 mL | Semana: 10.0,500 mL,,,Química,Química Analítica e instrumental
Permanganato de potasio,insumo,,,Cant. por taller: 200 g | Semana: 12.0,200 g,,,Química,Química Analítica e instrumental
Agua oxigenada,insumo,,,Cant. por taller: 50 mL | Semana: 12.0,50 mL,,,Química,Química Analítica e instrumental
Cloruro de Niquel (II),insumo,,,Cant. por taller: 100 g | Semana: 12.0,100 g,,,Química,Química Analítica e instrumental
Cloruro de Cobalto (II),insumo,,,Cant. por taller: 100 g | Semana: 12.0,100 g,,,Química,Química Analítica e instrumental
tartrato de sodio y potasio,insumo,,,Cant. por taller: 100 gr  | Semana: ,100 gr ,,,Química,Química Analítica e instrumental
Alcohol etílico 70%,insumo,,,Cant. por taller: 2.0 | Semana: Semana 6,2.0,,,TENS,Primeros auxilios
Fantoma adulto,implemento,,,Cant. por semestre:  | Semana: Semana 6,,,,TENS,Primeros auxilios
"Ampolla de suero fisiologico 0,9 % 10ml o 20 ml",insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Tijeras,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
"Suero fisiológico 0,9  500ml",insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Biombo,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Aposito de 5x5,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Aposito de 10x10,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Vendas elastomul,insumo,,,Cant. por taller: 14.0 | Semana: ,14.0,,,TENS,Primeros auxilios
Vendas cohesiva,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Clorhexidina 0.12%,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
Bolsa Algodón tórulas redonda,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
Tela micropore,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Alcohol gel,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
bolsas de desechos pequeña,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Tela transpore,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Evaluación,insumo,,,Cant. por taller:  | Semana: Semana 7,,,,TENS,Primeros auxilios
Evaluación,implemento,,,Cant. por semestre:  | Semana: Semana 7,,,,TENS,Primeros auxilios
Cartón,insumo,,,Cant. por taller: 2.0 | Semana: Semana 8,2.0,,,TENS,Primeros auxilios
Fantoma Politrauma,implemento,,,Cant. por semestre:  | Semana: Semana 8,,,,TENS,Primeros auxilios
Venda elastomul,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,Primeros auxilios
Biombo,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Venda de tela,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
FeruLa,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Paño,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Primeros auxilios
Tabla,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Tela  micropore,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,Primeros auxilios
Algodon en rollo,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Primeros auxilios
Bajalenguas,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,Primeros auxilios
Evaluación,insumo,,,Cant. por taller:  | Semana: Semana 9,,,,TENS,Primeros auxilios
EVALUAC1ÓN,implemento,,,Cant. por semestre:  | Semana: Semana 9,,,,TENS,Primeros auxilios
Paño,insumo,,,Cant. por taller: 2.0 | Semana: Semana 10,2.0,,,TENS,Primeros auxilios
Colchoneta,implemento,,,Cant. por semestre:  | Semana: Semana 10,,,,TENS,Primeros auxilios
Cronometro / reloj,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Fantoma adulto,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Biombo,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Evaluación,insumo,,,Cant. por taller:  | Semana: Semana 11,,,,TENS,Primeros auxilios
Evaluación,implemento,,,Cant. por semestre:  | Semana: Semana 11,,,,TENS,Primeros auxilios
Alcohol PAD,insumo,,,Cant. por taller: 10.0 | Semana: Semana 12,10.0,,,TENS,Primeros auxilios
Fantoma RCP pediatrico,implemento,,,Cant. por semestre:  | Semana: Semana 12,,,,TENS,Primeros auxilios
Boquillas,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,Primeros auxilios
Colchoneta,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Fantoma RCP adulto,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Camas,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
DEA,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Biombios,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Primeros auxilios
Evaluación,insumo,,,Cant. por taller:  | Semana: Semana 13,,,,TENS,Primeros auxilios
Evaluación,implemento,,,Cant. por semestre:  | Semana: Semana 13,,,,TENS,Primeros auxilios
Recuperativas,insumo,,,Cant. por taller:  | Semana: Semana 14,,,,TENS,Primeros auxilios
Recuperativas,implemento,,,Cant. por semestre:  | Semana: Semana 14,,,,TENS,Primeros auxilios
Recuperativas,insumo,,,Cant. por taller:  | Semana: Semana 15,,,,TENS,Primeros auxilios
Recuperativas,implemento,,,Cant. por semestre:  | Semana: Semana 15,,,,TENS,Primeros auxilios
Repaso examen,insumo,,,Cant. por taller:  | Semana: Semana 16,,,,TENS,Primeros auxilios
Repaso examen,implemento,,,Cant. por semestre:  | Semana: Semana 16,,,,TENS,Primeros auxilios
Repaso examen,insumo,,,Cant. por taller:  | Semana: Semana 17,,,,TENS,Primeros auxilios
Repaso examen,implemento,,,Cant. por semestre:  | Semana: Semana 17,,,,TENS,Primeros auxilios
Examen transversal,insumo,,,Cant. por taller:  | Semana: Semana 18,,,,TENS,Primeros auxilios
Examen transversal,implemento,,,Cant. por semestre:  | Semana: Semana 18,,,,TENS,Primeros auxilios
FANTOMA POLITRAUMA,insumo,,,Cant. por taller: 2.0 | Semana: DE SEMANA 2 A  3,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAMAS,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
VENDAS ELASTICAS,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
COLLAR CERVICAL,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAJA GUANTES M,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
GASAS 5X5,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
ESFINGOMANOMETRO,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
ESTETOSCOPIO,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TABLA DE INMOVILIZACIÓN,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
PULPO DE INMOVILIZACIÓN,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
APOSITOS GRANDES,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MALETIN DE EMERGENCIA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TARJETAS DE TRIAGE,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CANULA MAYO,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
SET DE HERIDAS PARA FANTOMA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
FANTOMA POLITRAUMA,insumo,,,Cant. por taller: 2.0 | Semana: SEMANA 4 A 7,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAMAS,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
VENDAS ELASTICAS,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
COLLAR CERVICAL,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAJA GUANTES M,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
GASAS 5X5,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
ESFINGOMANOMETRO,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
ESTETOSCOPIO,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TABLA DE INMOVILIZACIÓN,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
PULPO DE INMOBILIZACIÓN,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
APOSITOS GRANDES,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MALETIN DE EMERGENCIA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TARJETAS DE TRIAGE,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CANULA MAYO,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
SET DE HERIDAS PARA FANTOMA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
FANTOMA RCP,insumo,,,Cant. por taller: 3.0 | Semana: SEMANA 8 A 18,3.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
PINZA MAGIL,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CANULA MAYO,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAFOMETRO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MONITOR CARDIACO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
LLAVE DE 3 PASOS,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
APURADOR DE SUERO,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
BIC,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAJA ALCOHOL PAD,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
OXIMETRO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAJA GUANTES M,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
AMBU,insumo,,,Cant. por taller: 3.0 | Semana: ,3.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
LARINGOSCOPIO KIT,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
SONDA ASPIRACION N 12 Y 14,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
FIJADOR DE TUBO,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
DEA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TEGADERM PARA VVP,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
SUERO 500 CC,insumo,,,Cant. por taller: 3.0 | Semana: ,3.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
BAJADA DE SUERO,insumo,,,Cant. por taller: 3.0 | Semana: ,3.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
RED DE GASES CLINICOS,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
VVP DISTINTOS LUMENS,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TUBO ENDOTRAQUEAL,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MOTOR DE ASPIRACION,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
JERINGAS DE 10 CC,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
PIZARRA CON PLUMON,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CARRO DE PARO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
LIGAS,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TAPAS ROJAS,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAPNOGRAFO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MANTA TERMICA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TELA MICROPORE,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CANULA YANCAUER,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
RIÑON,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAJA CORTOPUNZANTE,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CINTA DE ALGODON,insumo,,,Cant. por taller: 10 METROS | Semana: ,1 ROLLO,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
FANTOMA RCP,insumo,,,Cant. por taller: 3.0 | Semana: SEMANA 8 A 18,3.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
PINZA MAGIL,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CANULA MAYO,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAFOMETRO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MONITOR CARDIACO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
LLAVE DE 3 PASOS,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
APURADOR DE SUERO,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
BIC,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAJA ALCOHOL PAD,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
OXIMETRO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAJA GUANTES M,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
